rentalZoneID:ID(RENTAL-ZONE-ID)|name|code|type|city|latitude:float|longtitude:float|poiAirport|poiLongDistanceTrains|poiSuburbanTrains|poiUnderground|:LABEL
402776|Parkraumquartier Herzog-Ernst-Platz|PRHP|parkingarea|München|48,124791156406000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402777|Parkraumquartier Untersendling|PRUS|parkingarea|München|48,119203227047000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402778|Parkraumquartier Margaretenplatz|PRMP|parkingarea|München|48,119875358753000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402779|Parkraumquartier Karwendelstraße|PRKW|parkingarea|München|48,114157650782000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402780|Parkraumquartier Brudermühlviertel|PRBR|parkingarea|München|48,112030810359000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402781|Parkraumquartier Schyrenbad|PRSY|parkingarea|München|48,119054262011000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402782|Parkraumquartier Untergiesing|PRUG|parkingarea|München|48,114382418156000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
402797|Darmstadt HBF West - Elektro|DB HBF|stationbased|Darmstadt|49,871121912636480||Nein|Ja|Nein|Nein|STATION;STATIONBASED;INACTIVE
402804|BWV-Gasag-E-Carsharing|BWV|stationbased|Berlin|52,411215536713890||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402806|Gubener Straße / Ecke Kopernikusstraße|GUB|stationbased|Berlin|52,511026823724810||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402808|Alter Wall|WAL|stationbased|Hamburg|53,550685738045310||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402814|Holstenplatz|HOL|stationbased|Hamburg|9,948438000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402818|ABC-Straße / Gänsemarkt|ABC|stationbased|Hamburg|9,988030000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402823|HBF-ELEKTRO (Magdeburg)|HBF-Elektro|stationbased|Magdeburg|52,130921800000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402845|Heidi-Kabel-Platz (ehemals Hachmannplatz)|HKP|stationbased|Hamburg|53,554497292650080||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402848|Heiligengeistbrücke|HEI|stationbased|Hamburg|53,549028433303090||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402854|DEKRA-ELEKTRO|DEK-Elektro|stationbased|Stuttgart|48,720410000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402855|Airport-ELEKTRO|AP-ELEKTRO|stationbased|Stuttgart|48,690259236237970||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402860|Reinoldstraße|REI|stationbased|Köln|50,933050552990860||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402870|Umweltministerium Saarland-ELEKTRO|UMW-Elektro|stationbased|Saarbrücken|49,236115640860370||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402875|Hauptbahnhof-Elektro (Aachen)|HBF-Elektro|stationbased|Aachen|50,768262998862910||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402877|Potsdamer Straße|POT|stationbased|Berlin|52,498635040931255||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402889|Lindenstraße|LIN|stationbased|Berlin|52,500705479057240||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402899|Europa-Center-ELEKTRO|EUC-Elektro|stationbased|Berlin|52,504353001128050||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402914|Social Impact Lab|SIL|stationbased|Berlin|52,496551000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402924|Glockengießerwall|GLO|stationbased|Hamburg|53,555323721604275||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402925|Bauernmarkthalle|BAU|stationbased|Stuttgart|48,774246783802930||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402926|Markt am Vogelsang|MAV|stationbased|Stuttgart|48,774241480853455||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402928|Sebastianstraße (Berolina-E-Carsharing)|SEB|stationbased|Berlin|52,507964304923576||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402939|Heinrich-Heine-Straße (Berolina - E-Carsharing)|HHS|stationbased|Berlin|52,508150412902390||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402940|Savignyplatz|SAV|stationbased|Berlin|52,505561155677405||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402952|Pfalzburger Straße|PFALZ|stationbased|Berlin|52,492266362994160||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402970|Storkower Straße|STORK|stationbased|Berlin|52,536608308888155||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402976|Heilmannring|HEI|stationbased|Berlin|52,535104887743080||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402982|Henriette-Herz-Platz (GASAG)|HHP|stationbased|Berlin|52,522200921616720||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402985|Kiehlufer|KIEHL|stationbased|Berlin|52,485784061385026||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
402987|Steglitzer Kreisel|KREIS|stationbased|Berlin|52,455087548283360||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
402995|Hahnstraße 8 [DB Autohaus Frankfurt]|DB AHF|stationbased|Frankfurt am Main|50,087324829897874||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
403001|Mainzer Landstraße 169-171|DB MZL|stationbased|Frankfurt am Main|50,105978525349734||Nein|Nein|Ja|Nein|STATION;STATIONBASED;ACTIVE
403013|Zillestraße|ZILLE|stationbased|Berlin|52,513586377208135||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
403031|Leipziger Straße|LEIP|stationbased|Berlin|52,510246522030236||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
403032|MoaBogen|MOABO|stationbased|Berlin|52,531417494770615||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403048|Paul-Schmidt-Straße (BBWO 1892)|PAUL|stationbased|Berlin|52,455236286887825||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403049|Büschingstraße|BÜSCH|stationbased|Berlin|52,524413858876740||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
403052|Innsbrucker Straße|INN|stationbased|Berlin|52,481300278027774||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403055|Schönhauser  Allee|SCHÖN|stationbased|Berlin|52,529782542704424||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403059|Neue Jakobstraße|NJAK|stationbased|Berlin|52,511474103386410||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403060|Gleditschstraße|GLED|stationbased|Berlin|52,491830319767750||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
403062|Osakaallee|OSA|stationbased|Hamburg|53,542704582056196||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403063|Schwarzenbergstrasse|SBS|stationbased|Hamburg|53,463998252627170||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403064|Augustenstraße|AUGUSTEN|stationbased|Hannover|52,375952862656730||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403068|Lindenhofstraße|LIN|stationbased|Mannheim|49,476281048573156||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403072|Hbf 2 Siegburg (PH)|Hbf 2 Siegburg (PH)|stationbased|Siegburg|50,792854126478580||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
403084|IT-Park Saarland-ELEKTRO|ITPS-Elektro|stationbased|Saarbrücken|49,245592931813230||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403086|Saarterrassen-ELEKTRO|ST-Elektro|stationbased|Saarbrücken|49,239071798173946||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403091|HBF-ELEKTRO (Düsseldorf)|HBF-Elektro|stationbased|Düsseldorf|51,220902778882040||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403096|Wirtschaftsministerium Saarland-ELEKTRO|MWAEV-Elektro|stationbased|Saarbrücken|49,227323179618280||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403111|Eurobahnhof-ELEKTRO|EUBF-Elektro|stationbased|Saarbrücken|49,242861742796800||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403119|Köpenicker Straße|KÖP|stationbased|Berlin|52,510218770459616||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403139|Prinzregentenstraße 18|PRS18|stationbased|Berlin|52,488310786391004||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403153|Longericher Straße|LON|stationbased|Köln|50,969346244276615||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403157|Rathaus-Garage ELEKTRO|RAT-Elektro|stationbased|Stuttgart|48,774476577742880||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403167|GSG-HOF Helmholtzstraße|GSG-HELM|stationbased|Berlin|52,521606864359704||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403168|Technologie- und Innovationspark Berlin (TIB)|GSG-TIB|stationbased|Berlin|52,542034309143745||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403181|Dekra Elektro Airport|DEK-AIR|stationbased|Stuttgart|48,691045589719450||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
403182|Flughafen Elektro|AIR-EL|stationbased|Stuttgart|48,694586000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403193|Uni Campus-ELEKTRO|UNI-Elektro|stationbased|Saarbrücken|49,254417000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403194|HTW / Stadtwerke-ELEKTRO|HTW-Elektro|stationbased|Saarbrücken|49,234729000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403195|Hauptbahnhof-ELEKTRO|HBF-Elektro|stationbased|Homburg / Saar|49,327912007706940||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
403196|Universitätsklinikum-ELEKTRO|UNI-Elektro|stationbased|Homburg / Saar|49,309344030436290||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
403197|Hauptbahnhof-ELEKTRO|HBF-Elektro|stationbased|Saarlouis|49,326968288468706||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403198|ZOB Kleiner Markt-ELEKTRO|ZOB-Elektro|stationbased|Saarlouis|49,313659079651190||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403199|Heusweiler Markt-ELEKTRO|HM-Elektro|stationbased|Heusweiler|49,335959141717310||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403200|Bahnhof-ELEKTRO|BF-Elektro|stationbased|Ottweiler|49,403154073602170||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403225|Bahnhof Bietigheim-Bissingen 2|BF-2|stationbased|Bietigheim-Bissingen|48,947589875584250||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
403231|Rathaus Zepernick|ZEP|stationbased|Panketal|52,659993306801350||Nein|Nein|Ja|Nein|STATION;STATIONBASED;INACTIVE
403237|Mainzer Landstr. 187a (LKW)|DB MLL|stationbased|Frankfurt am Main|50,103999878324270||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403241|Klosterstraße|KLOSTER|stationbased|Berlin|52,517675064586484||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403304|Hohe Straße (Parkhaus)|HOH|stationbased|Köln|50,938842901931174||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403334|Hbf Krefeld|Hbf Krefeld|stationbased|Krefeld|51,326562000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
403352|Wilhelmstraße-ELEKTRO|WIL-ELEKTRO|stationbased|Ludwigsburg|48,895863980925490||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
403370|Hbf Hildesheim|Hbf Hildesheim|stationbased|Hildesheim|52,160606264053506||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
403372|Stralauer Allee|STRALAUER|stationbased|Berlin|52,501000034885166||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403387|Fachhochschule-ELEKTRO|FH-ELEKTRO|stationbased|Erfurt|50,984587724110220||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403388|Ostendzentrum (Landhausstraße)|OEZ|stationbased|Stuttgart|48,784593538961744||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
403391|Hauptbahnhof|HBF|stationbased|Mönchengladbach|51,197515718563420||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
403399|Hbf 2 Karlsruhe (Parkhaus P1)|Hbf 2 Karlsruhe (Parkhaus P1)|stationbased|Karlsruhe|48,992414969316920||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
404432|Hauptbahnhof|HBF-Elektro|stationbased|Garmisch-Partenkirchen|47,490960280494520||Nein|Ja|Nein|Nein|STATION;STATIONBASED;INACTIVE
404449|Hbf Elektro Erfurt|Hbf Elektro Erfurt|stationbased|Erfurt|50,973108839213204||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404450|Hbf Elektro Weimar|Hbf Elektro Weimar|stationbased|Weimar|50,990566900515795||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404451|Hbf Elektro Eisenach|Hbf Elektro Eisenach|stationbased|Eisenach|50,975971142270870||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404452|Bhf Elektro Paradies Jena|Bhf Elektro Paradies Jena|stationbased|Jena|50,925767776668650||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404477|Hbf Troisdorf|Hbf Troisdorf|stationbased|Troisdorf|50,814947841357050||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
404488|Troisdorf Bahnhof|BH|stationbased|Troisdorf|50,814585304709610||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404514|Hbf Mülheim / Ruhr|Hbf Mülheim / Ruhr|stationbased|Mülheim / Ruhr|51,430091733534230||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404515|DB Netz Granitzstraße|DB GRANITZ|stationbased|Berlin|52,572307219169296||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
404522|NEU NEU Hbf Hannover (Augustenstraße)|Hbf Hannover|stationbased|Hannover|52,375820558146310||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
404524|Hbf Fulda|Hbf Fulda|stationbased|Fulda|50,553967253189300||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
404571|Bahnhof-ELEKTRO|BF-Elektro|stationbased|Losheim am See|49,506154000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404661|Friedrichshafen Stadtbahnhof|FN-SBF|stationbased|Friedrichshafen|47,652181206605920||Nein|Ja|Nein|Nein|STATION;STATIONBASED;INACTIVE
404662|Landratsamt Bodenseekreis (Elektro)|LRA-FN (Elektro)|stationbased|Friedrichshafen|47,657323149811820||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404663|Bahnhof Meckenbeuren (Elektro)|BF-MEK|stationbased|Meckenbeuren|47,700223989539545||Nein|Ja|Nein|Nein|STATION;STATIONBASED;INACTIVE
404678|RHS-Elektro|RHS-ELEKTRO|stationbased|Kleinblittersdorf|49,156445000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404679|Bahnhof-ELEKTRO|BF-ELEKTRO|stationbased|Mettlach|49,494910000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404680|Bahnhof-ELEKTRO|BF-ELEKTRO|stationbased|St. Wendel|49,466625000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404681|Bahnhof-ELEKTRO|BF-ELEKTRO|stationbased|St. Ingbert|49,274261000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
404682|Poststraße-ELEKTRO|PS-ELEKTRO|stationbased|St. Ingbert|49,278182000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404694|Hbf 3 Mannheim Victoria-Turm|Hbf 3 Mannheim Victoria-Turm|stationbased|Mannheim|49,478275000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
404709|Dillingen-ELEKTRO|DIL-EL|stationbased|Dillingen|49,352753000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404742|Lungengasse-ELEKTRO|LUN-Elektro|stationbased|Köln|50,934903198160754||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404743|Longericher Str. ELEKTRO|LON-Elektro|stationbased|Köln|50,969346244276615||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404747|Landwehrplatz|LWP|stationbased|Saarbrücken|49,233572497158900||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404782|Mannheimer Str.|DB MAN|stationbased|Frankfurt am Main|50,102365785852314||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
404809|Parkraumquartier Kluckstraße / Pohlstraße|PRKLPO|parkingarea|Berlin|52,502142318865275||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;INACTIVE
404825|Marienplatz-ELEKTRO|MAR-Elektro|stationbased|Garmisch-Partenkirchen|47,492161000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404826|Rathaus-ELEKTRO|RAT-Elektro|stationbased|Garmisch-Partenkirchen|47,493786000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404841|Zentraler Ominbusbahnhof ELEKTRO|ZOB-Elektro|stationbased|Wadern|49,538647000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404842|Parkraumquartier Schumannstraße|PR SCHUMANN|parkingarea|Berlin|52,523767614387130||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;INACTIVE
404932|Strohberg|STB|stationbased|Stuttgart|48,761960000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404944|DB HOLM-Elektro|DB HOLM|stationbased|Frankfurt am Main|50,056325469592120||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
404993|Bahnhof-ELEKTRO|BF-Elektro|stationbased|Ludwigsburg|48,891686340112270||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
405028|Parkraumquartier Pflügerstraße|PR PFLÜGER|parkingarea|Berlin|52,491320869644355||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
405037|Salem|SAL|stationbased|Salem|47,757982000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
405090|Charlottenstraße|CHARLOTTE (Elektro)|stationbased|Friedrichshafen|47,653959860435120||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
405100|Parkraumquartier Barbarossaplatz|PR BARBAROSSA|parkingarea|Berlin|52,492109583904910||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
405103|Le-Puy|LEPUY|stationbased|Meschede|51,348938596683620||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
405109|Lagerstraße|LAGER|stationbased|Meschede|51,350082354312370||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
405157|Südkreuz 1 ELEKTRO|SK 1 ELEKTRO|stationbased|Berlin|52,475560531814890||Nein|Ja|Ja|Nein|STATION;STATIONBASED;ACTIVE
405191|Klinikum Garmisch-Partenkirchen|KLINIK-ELEKTRO|stationbased|Garmisch-Partenkirchen|47,484169000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
405192|Hbf Bayreuth|Hbf Bayreuth|stationbased|Bayreuth|49,948747497442140||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
405210|Europaallee|EURO-ELEKTRO|stationbased|Saarbrücken|6,990682000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
405211|Heinrich-Barth-Straße|HEIN-ELEKTRO|stationbased|Saarbrücken|6,955171000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
405212|Hohenzollernstraße |HOHENZOLL-ELEKTRO|stationbased|Saarbrücken|6,978286000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
405213|Halbergstraße|HALBERG_ELEKTRO|stationbased|Saarbrücken|7,021207000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
405214|Saarbrücker Straße|SAARB-ELEKTRO|stationbased|Saarbrücken|49,216388254228185||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
405219|Gemeinde Eriskirch am Bodensee|ERISKIRCH|stationbased|Eriskirch|47,625539400000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
405227|Gemeindeverwaltung Deggenhausertal|Deggen|stationbased|Deggenhausertal|47,782527100000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
405230|Parkraumquartier Westend|PR WESTEND|parkingarea|Berlin|52,515803012883595||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
405234|Regio-Center BRS|LAER|stationbased|Meschede|51,347660413974050||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
405239|Parkraumquartier Sonnenallee|PR SONNE|parkingarea|Berlin|52,473727686059760||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
405240|Parkraumquartier Hermannstraße|PR HERMANN|parkingarea|Berlin|52,469820762817584||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
405241|Parkraumquartier Bundesplatz|PR BUNDES|parkingarea|Berlin|52,475043452309260||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
405242|Parkraumquartier Halensee|PR HALENSEE|parkingarea|Berlin|52,496107276089340||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
405243|Parkraumquartier Westhafen|PR WEST|parkingarea|Berlin|52,533062175553850||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
405255|Hizlerstraße|HIZ-ELEKTRO|stationbased|Überlingen|47,769350268633750||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
405417|Parkraumquartier Bellevue|PR BEL|parkingarea|Berlin|52,521150595753000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
405418|Naturschutzzentrum|NATUR|stationbased|Eriskirch|47,628529311278086||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
405456|Parkraumquartier Kottbusser Tor|PR KOTT|parkingarea|Berlin|52,496838840547000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
405464|Parkraumquartier Bayerischer Platz|PR BP|parkingarea|Berlin|52,488764830185910||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
405495|Flughafen Friedrichshafen|AIRPORT|stationbased|Friedrichshafen|47,672627862584235||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
405527|Ortsverwaltung Ailingen|EM_Ailingen|stationbased|Friedrichshafen|47,688524807856105||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
405577|FN.ESSO Hinterer Hafen|EM_ESSO|stationbased|Friedrichshafen|47,652566045586030||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
405578|Campus Carsharing|CampusCS|freefloating|Friedrichshafen|47,665659433590484||Nein|Nein|Nein|Nein|STATION;FREEFLOATING;INACTIVE
405588|EMMA_Bahnhof Stadtmitte|EM_Bf.Mitte|stationbased|Überlingen|47,769094471614544||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
405594|Bahnhof|EM_Markdorf|stationbased|Markdorf|47,716759451392760||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
405619|Kreissparkasse|KSK GAP|stationbased|Garmisch-Partenkirchen|47,493903513082840||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
405623|Hauptbahnhof A 29 EUR FC-Tarif|Hbf A FC Elektro Berlin|stationbased|Berlin|52,524247863184920||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
405624|FC-Südkreuz > 29 EUR Tarif|FC-SK|stationbased|Berlin|52,475739425205470||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
405664|Kleyerstraße|DB KLE|stationbased|Frankfurt am Main|50,097694000000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
405747|Parkraumquartier Beusselstraße|PR BEUSSEL|parkingarea|Berlin|52,530122837107000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
405748|Parkraumquartier Ostkreuz|PR OSTKREUZ|parkingarea|Berlin|52,504896336801000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
405749|Parkraumquartier Innsbrucker Platz|PR INNS|parkingarea|Berlin|52,480755043847000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
405801|Bühringstraße|BÜH|parkingarea|Berlin|52,558736006515100||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
405802|Pankower Straße|PANKS|stationbased|Berlin|52,584240627485386||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
405814|PR Zillestraße|PR Zille|parkingarea|Berlin|52,515761038012000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;INACTIVE
405815|Parkraumquartier Alt Litzow|PR ALT LITZ|parkingarea|Berlin|52,519830665800000||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;INACTIVE
405817|Parkraumquartier Am Volkspark|PR VOLKS|parkingarea|Berlin|52,479852955674154||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
405878|Parkraumquartier Hauptbahnhof|PRBF|parkingarea|München|48,137880031502576||Nein|Nein|Nein|Nein|STATION;PARKINGAREA;ACTIVE
405933|Parkgarage Uni-Mensa Schloss|HBF 3|stationbased|Mannheim|49,484971180000000||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
405960|Krefeld Werk|KRW|stationbased|Krefeld|51,331143367889624||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
405976|Hbf Köln|Hbf Köln|stationbased|Köln|50,942434725473774||Nein|Nein|Nein|Nein|STATION;STATIONBASED;ACTIVE
406015|Äußere Hordorfer Straße|E-HOR|stationbased|Halle|51,496137485108760||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
406016|Campus Süd|E-CAMP|stationbased|Halle|51,494399549350945||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
406017|P+R Kröllwitz|E-Kröll|stationbased|Halle|51,508010525682224||Nein|Nein|Nein|Nein|STATION;STATIONBASED;INACTIVE
